designation,type,edi_name,manual_label,weight_lb_ft,area_sq_in,depth_in,flange_w_in,web_t_in,flange_t_in
2L8X6X7/8X3/8SLBB,2L,2L8X6X7/8X3/8SLBB,2L8X6X7/8X3/8SLBB,78.2,23.0,6.0,,,
2L8X6X7/8X3/4SLBB,2L,2L8X6X7/8X3/4SLBB,2L8X6X7/8X3/4SLBB,78.2,23.0,6.0,,,
2L8X6X3/4SLBB,2L,2L8X6X3/4SLBB,2L8X6X3/4SLBB,67.6,20.0,6.0,,,
2L8X6X3/4X3/8SLBB,2L,2L8X6X3/4X3/8SLBB,2L8X6X3/4X3/8SLBB,67.6,20.0,6.0,,,
2L8X6X3/4X3/4SLBB,2L,2L8X6X3/4X3/4SLBB,2L8X6X3/4X3/4SLBB,67.6,20.0,6.0,,,
2L8X6X5/8SLBB,2L,2L8X6X5/8SLBB,2L8X6X5/8SLBB,57.0,16.8,6.0,,,
2L8X6X5/8X3/8SLBB,2L,2L8X6X5/8X3/8SLBB,2L8X6X5/8X3/8SLBB,57.0,16.8,6.0,,,
2L8X6X5/8X3/4SLBB,2L,2L8X6X5/8X3/4SLBB,2L8X6X5/8X3/4SLBB,57.0,16.8,6.0,,,
2L8X6X9/16SLBB,2L,2L8X6X9/16SLBB,2L8X6X9/16SLBB,51.4,15.2,6.0,,,
2L8X6X9/16X3/8SLBB,2L,2L8X6X9/16X3/8SLBB,2L8X6X9/16X3/8SLBB,51.4,15.2,6.0,,,
2L8X6X9/16X3/4SLBB,2L,2L8X6X9/16X3/4SLBB,2L8X6X9/16X3/4SLBB,51.4,15.2,6.0,,,
2L8X6X1/2SLBB,2L,2L8X6X1/2SLBB,2L8X6X1/2SLBB,46.0,13.6,6.0,,,
2L8X6X1/2X3/8SLBB,2L,2L8X6X1/2X3/8SLBB,2L8X6X1/2X3/8SLBB,46.0,13.6,6.0,,,
2L8X6X1/2X3/4SLBB,2L,2L8X6X1/2X3/4SLBB,2L8X6X1/2X3/4SLBB,46.0,13.6,6.0,,,
2L8X6X7/16SLBB,2L,2L8X6X7/16SLBB,2L8X6X7/16SLBB,40.4,12.0,6.0,,,
2L8X6X7/16X3/8SLBB,2L,2L8X6X7/16X3/8SLBB,2L8X6X7/16X3/8SLBB,40.4,12.0,6.0,,,
2L8X6X7/16X3/4SLBB,2L,2L8X6X7/16X3/4SLBB,2L8X6X7/16X3/4SLBB,40.4,12.0,6.0,,,
2L8X4X1SLBB,2L,2L8X4X1SLBB,2L8X4X1SLBB,74.8,22.2,4.0,,,
2L8X4X1X3/8SLBB,2L,2L8X4X1X3/8SLBB,2L8X4X1X3/8SLBB,74.8,22.2,4.0,,,
2L8X4X1X3/4SLBB,2L,2L8X4X1X3/4SLBB,2L8X4X1X3/4SLBB,74.8,22.2,4.0,,,
2L8X4X7/8SLBB,2L,2L8X4X7/8SLBB,2L8X4X7/8SLBB,66.2,19.6,4.0,,,
2L8X4X7/8X3/8SLBB,2L,2L8X4X7/8X3/8SLBB,2L8X4X7/8X3/8SLBB,66.2,19.6,4.0,,,
2L8X4X7/8X3/4SLBB,2L,2L8X4X7/8X3/4SLBB,2L8X4X7/8X3/4SLBB,66.2,19.6,4.0,,,
2L8X4X3/4SLBB,2L,2L8X4X3/4SLBB,2L8X4X3/4SLBB,57.4,17.0,4.0,,,
2L8X4X3/4X3/8SLBB,2L,2L8X4X3/4X3/8SLBB,2L8X4X3/4X3/8SLBB,57.4,17.0,4.0,,,
2L8X4X3/4X3/4SLBB,2L,2L8X4X3/4X3/4SLBB,2L8X4X3/4X3/4SLBB,57.4,17.0,4.0,,,
2L8X4X5/8SLBB,2L,2L8X4X5/8SLBB,2L8X4X5/8SLBB,48.4,14.3,4.0,,,
2L8X4X5/8X3/8SLBB,2L,2L8X4X5/8X3/8SLBB,2L8X4X5/8X3/8SLBB,48.4,14.3,4.0,,,
2L8X4X5/8X3/4SLBB,2L,2L8X4X5/8X3/4SLBB,2L8X4X5/8X3/4SLBB,48.4,14.3,4.0,,,
2L8X4X9/16SLBB,2L,2L8X4X9/16SLBB,2L8X4X9/16SLBB,43.8,13.0,4.0,,,
2L8X4X9/16X3/8SLBB,2L,2L8X4X9/16X3/8SLBB,2L8X4X9/16X3/8SLBB,43.8,13.0,4.0,,,
2L8X4X9/16X3/4SLBB,2L,2L8X4X9/16X3/4SLBB,2L8X4X9/16X3/4SLBB,43.8,13.0,4.0,,,
2L8X4X1/2SLBB,2L,2L8X4X1/2SLBB,2L8X4X1/2SLBB,39.2,11.6,4.0,,,
2L8X4X1/2X3/8SLBB,2L,2L8X4X1/2X3/8SLBB,2L8X4X1/2X3/8SLBB,39.2,11.6,4.0,,,
2L8X4X1/2X3/4SLBB,2L,2L8X4X1/2X3/4SLBB,2L8X4X1/2X3/4SLBB,39.2,11.6,4.0,,,
2L8X4X7/16SLBB,2L,2L8X4X7/16SLBB,2L8X4X7/16SLBB,34.4,10.2,4.0,,,
2L8X4X7/16X3/8SLBB,2L,2L8X4X7/16X3/8SLBB,2L8X4X7/16X3/8SLBB,34.4,10.2,4.0,,,
2L8X4X7/16X3/4SLBB,2L,2L8X4X7/16X3/4SLBB,2L8X4X7/16X3/4SLBB,34.4,10.2,4.0,,,
2L7X4X3/4SLBB,2L,2L7X4X3/4SLBB,2L7X4X3/4SLBB,52.4,15.5,4.0,,,
2L7X4X3/4X3/8SLBB,2L,2L7X4X3/4X3/8SLBB,2L7X4X3/4X3/8SLBB,52.4,15.5,4.0,,,
2L7X4X3/4X3/4SLBB,2L,2L7X4X3/4X3/4SLBB,2L7X4X3/4X3/4SLBB,52.4,15.5,4.0,,,
2L7X4X5/8SLBB,2L,2L7X4X5/8SLBB,2L7X4X5/8SLBB,44.2,13.0,4.0,,,
2L7X4X5/8X3/8SLBB,2L,2L7X4X5/8X3/8SLBB,2L7X4X5/8X3/8SLBB,44.2,13.0,4.0,,,
2L7X4X5/8X3/4SLBB,2L,2L7X4X5/8X3/4SLBB,2L7X4X5/8X3/4SLBB,44.2,13.0,4.0,,,
2L7X4X1/2SLBB,2L,2L7X4X1/2SLBB,2L7X4X1/2SLBB,35.8,10.5,4.0,,,
2L7X4X1/2X3/8SLBB,2L,2L7X4X1/2X3/8SLBB,2L7X4X1/2X3/8SLBB,35.8,10.5,4.0,,,
2L7X4X1/2X3/4SLBB,2L,2L7X4X1/2X3/4SLBB,2L7X4X1/2X3/4SLBB,35.8,10.5,4.0,,,
2L7X4X7/16SLBB,2L,2L7X4X7/16SLBB,2L7X4X7/16SLBB,31.4,9.26,4.0,,,
2L7X4X7/16X3/8SLBB,2L,2L7X4X7/16X3/8SLBB,2L7X4X7/16X3/8SLBB,31.4,9.26,4.0,,,
2L7X4X7/16X3/4SLBB,2L,2L7X4X7/16X3/4SLBB,2L7X4X7/16X3/4SLBB,31.4,9.26,4.0,,,
2L7X4X3/8SLBB,2L,2L7X4X3/8SLBB,2L7X4X3/8SLBB,27.2,8.0,4.0,,,
2L7X4X3/8X3/8SLBB,2L,2L7X4X3/8X3/8SLBB,2L7X4X3/8X3/8SLBB,27.2,8.0,4.0,,,
2L7X4X3/8X3/4SLBB,2L,2L7X4X3/8X3/4SLBB,2L7X4X3/8X3/4SLBB,27.2,8.0,4.0,,,
2L6X4X7/8SLBB,2L,2L6X4X7/8SLBB,2L6X4X7/8SLBB,54.4,16.0,4.0,,,
2L6X4X7/8X3/8SLBB,2L,2L6X4X7/8X3/8SLBB,2L6X4X7/8X3/8SLBB,54.4,16.0,4.0,,,
2L6X4X7/8X3/4SLBB,2L,2L6X4X7/8X3/4SLBB,2L6X4X7/8X3/4SLBB,54.4,16.0,4.0,,,
2L6X4X3/4SLBB,2L,2L6X4X3/4SLBB,2L6X4X3/4SLBB,47.2,13.9,4.0,,,
2L6X4X3/4X3/8SLBB,2L,2L6X4X3/4X3/8SLBB,2L6X4X3/4X3/8SLBB,47.2,13.9,4.0,,,
2L6X4X3/4X3/4SLBB,2L,2L6X4X3/4X3/4SLBB,2L6X4X3/4X3/4SLBB,47.2,13.9,4.0,,,
2L6X4X5/8SLBB,2L,2L6X4X5/8SLBB,2L6X4X5/8SLBB,40.0,11.7,4.0,,,
2L6X4X5/8X3/8SLBB,2L,2L6X4X5/8X3/8SLBB,2L6X4X5/8X3/8SLBB,40.0,11.7,4.0,,,
2L6X4X5/8X3/4SLBB,2L,2L6X4X5/8X3/4SLBB,2L6X4X5/8X3/4SLBB,40.0,11.7,4.0,,,
2L6X4X9/16SLBB,2L,2L6X4X9/16SLBB,2L6X4X9/16SLBB,36.2,10.6,4.0,,,
2L6X4X9/16X3/8SLBB,2L,2L6X4X9/16X3/8SLBB,2L6X4X9/16X3/8SLBB,36.2,10.6,4.0,,,
2L6X4X9/16X3/4SLBB,2L,2L6X4X9/16X3/4SLBB,2L6X4X9/16X3/4SLBB,36.2,10.6,4.0,,,
2L6X4X1/2SLBB,2L,2L6X4X1/2SLBB,2L6X4X1/2SLBB,32.4,9.5,4.0,,,
2L6X4X1/2X3/8SLBB,2L,2L6X4X1/2X3/8SLBB,2L6X4X1/2X3/8SLBB,32.4,9.5,4.0,,,
2L6X4X1/2X3/4SLBB,2L,2L6X4X1/2X3/4SLBB,2L6X4X1/2X3/4SLBB,32.4,9.5,4.0,,,
2L6X4X7/16SLBB,2L,2L6X4X7/16SLBB,2L6X4X7/16SLBB,28.6,8.36,4.0,,,
2L6X4X7/16X3/8SLBB,2L,2L6X4X7/16X3/8SLBB,2L6X4X7/16X3/8SLBB,28.6,8.36,4.0,,,
2L6X4X7/16X3/4SLBB,2L,2L6X4X7/16X3/4SLBB,2L6X4X7/16X3/4SLBB,28.6,8.36,4.0,,,
2L6X4X3/8SLBB,2L,2L6X4X3/8SLBB,2L6X4X3/8SLBB,24.6,7.22,4.0,,,
2L6X4X3/8X3/8SLBB,2L,2L6X4X3/8X3/8SLBB,2L6X4X3/8X3/8SLBB,24.6,7.22,4.0,,,
2L6X4X3/8X3/4SLBB,2L,2L6X4X3/8X3/4SLBB,2L6X4X3/8X3/4SLBB,24.6,7.22,4.0,,,
2L6X4X5/16SLBB,2L,2L6X4X5/16SLBB,2L6X4X5/16SLBB,20.6,6.06,4.0,,,
2L6X4X5/16X3/8SLBB,2L,2L6X4X5/16X3/8SLBB,2L6X4X5/16X3/8SLBB,20.6,6.06,4.0,,,
2L6X4X5/16X3/4SLBB,2L,2L6X4X5/16X3/4SLBB,2L6X4X5/16X3/4SLBB,20.6,6.06,4.0,,,
2L6X3-1/2X1/2SLBB,2L,2L6X3-1/2X1/2SLBB,2L6X3-1/2X1/2SLBB,30.6,9.0,3.5,,,
2L6X3-1/2X1/2X3/8SLBB,2L,2L6X3-1/2X1/2X3/8SLBB,2L6X3-1/2X1/2X3/8SLBB,30.6,9.0,3.5,,,
2L6X3-1/2X1/2X3/4SLBB,2L,2L6X3-1/2X1/2X3/4SLBB,2L6X3-1/2X1/2X3/4SLBB,30.6,9.0,3.5,,,
2L6X3-1/2X3/8SLBB,2L,2L6X3-1/2X3/8SLBB,2L6X3-1/2X3/8SLBB,23.4,6.88,3.5,,,
2L6X3-1/2X3/8X3/8SLBB,2L,2L6X3-1/2X3/8X3/8SLBB,2L6X3-1/2X3/8X3/8SLBB,23.4,6.88,3.5,,,
2L6X3-1/2X3/8X3/4SLBB,2L,2L6X3-1/2X3/8X3/4SLBB,2L6X3-1/2X3/8X3/4SLBB,23.4,6.88,3.5,,,
2L6X3-1/2X5/16SLBB,2L,2L6X3-1/2X5/16SLBB,2L6X3-1/2X5/16SLBB,19.6,5.78,3.5,,,
2L6X3-1/2X5/16X3/8SLBB,2L,2L6X3-1/2X5/16X3/8SLBB,2L6X3-1/2X5/16X3/8SLBB,19.6,5.78,3.5,,,
2L6X3-1/2X5/16X3/4SLBB,2L,2L6X3-1/2X5/16X3/4SLBB,2L6X3-1/2X5/16X3/4SLBB,19.6,5.78,3.5,,,
2L5X3-1/2X3/4SLBB,2L,2L5X3-1/2X3/4SLBB,2L5X3-1/2X3/4SLBB,39.6,11.7,3.5,,,
2L5X3-1/2X3/4X3/8SLBB,2L,2L5X3-1/2X3/4X3/8SLBB,2L5X3-1/2X3/4X3/8SLBB,39.6,11.7,3.5,,,
2L5X3-1/2X3/4X3/4SLBB,2L,2L5X3-1/2X3/4X3/4SLBB,2L5X3-1/2X3/4X3/4SLBB,39.6,11.7,3.5,,,
2L5X3-1/2X5/8SLBB,2L,2L5X3-1/2X5/8SLBB,2L5X3-1/2X5/8SLBB,33.6,9.86,3.5,,,
2L5X3-1/2X5/8X3/8SLBB,2L,2L5X3-1/2X5/8X3/8SLBB,2L5X3-1/2X5/8X3/8SLBB,33.6,9.86,3.5,,,
2L5X3-1/2X5/8X3/4SLBB,2L,2L5X3-1/2X5/8X3/4SLBB,2L5X3-1/2X5/8X3/4SLBB,33.6,9.86,3.5,,,
2L5X3-1/2X1/2SLBB,2L,2L5X3-1/2X1/2SLBB,2L5X3-1/2X1/2SLBB,27.2,8.0,3.5,,,
2L5X3-1/2X1/2X3/8SLBB,2L,2L5X3-1/2X1/2X3/8SLBB,2L5X3-1/2X1/2X3/8SLBB,27.2,8.0,3.5,,,
2L5X3-1/2X1/2X3/4SLBB,2L,2L5X3-1/2X1/2X3/4SLBB,2L5X3-1/2X1/2X3/4SLBB,27.2,8.0,3.5,,,
2L5X3-1/2X3/8SLBB,2L,2L5X3-1/2X3/8SLBB,2L5X3-1/2X3/8SLBB,20.8,6.1,3.5,,,
2L5X3-1/2X3/8X3/8SLBB,2L,2L5X3-1/2X3/8X3/8SLBB,2L5X3-1/2X3/8X3/8SLBB,20.8,6.1,3.5,,,
2L5X3-1/2X3/8X3/4SLBB,2L,2L5X3-1/2X3/8X3/4SLBB,2L5X3-1/2X3/8X3/4SLBB,20.8,6.1,3.5,,,
2L5X3-1/2X5/16SLBB,2L,2L5X3-1/2X5/16SLBB,2L5X3-1/2X5/16SLBB,17.4,5.12,3.5,,,
2L5X3-1/2X5/16X3/8SLBB,2L,2L5X3-1/2X5/16X3/8SLBB,2L5X3-1/2X5/16X3/8SLBB,17.4,5.12,3.5,,,
2L5X3-1/2X5/16X3/4SLBB,2L,2L5X3-1/2X5/16X3/4SLBB,2L5X3-1/2X5/16X3/4SLBB,17.4,5.12,3.5,,,
2L5X3-1/2X1/4SLBB,2L,2L5X3-1/2X1/4SLBB,2L5X3-1/2X1/4SLBB,14.0,4.14,3.5,,,
2L5X3-1/2X1/4X3/8SLBB,2L,2L5X3-1/2X1/4X3/8SLBB,2L5X3-1/2X1/4X3/8SLBB,14.0,4.14,3.5,,,
2L5X3-1/2X1/4X3/4SLBB,2L,2L5X3-1/2X1/4X3/4SLBB,2L5X3-1/2X1/4X3/4SLBB,14.0,4.14,3.5,,,
2L5X3X1/2SLBB,2L,2L5X3X1/2SLBB,2L5X3X1/2SLBB,25.6,7.5,3.0,,,
2L5X3X1/2X3/8SLBB,2L,2L5X3X1/2X3/8SLBB,2L5X3X1/2X3/8SLBB,25.6,7.5,3.0,,,
2L5X3X1/2X3/4SLBB,2L,2L5X3X1/2X3/4SLBB,2L5X3X1/2X3/4SLBB,25.6,7.5,3.0,,,
2L5X3X7/16SLBB,2L,2L5X3X7/16SLBB,2L5X3X7/16SLBB,22.6,6.62,3.0,,,
2L5X3X7/16X3/8SLBB,2L,2L5X3X7/16X3/8SLBB,2L5X3X7/16X3/8SLBB,22.6,6.62,3.0,,,
2L5X3X7/16X3/4SLBB,2L,2L5X3X7/16X3/4SLBB,2L5X3X7/16X3/4SLBB,22.6,6.62,3.0,,,
2L5X3X3/8SLBB,2L,2L5X3X3/8SLBB,2L5X3X3/8SLBB,19.6,5.72,3.0,,,
2L5X3X3/8X3/8SLBB,2L,2L5X3X3/8X3/8SLBB,2L5X3X3/8X3/8SLBB,19.6,5.72,3.0,,,
2L5X3X3/8X3/4SLBB,2L,2L5X3X3/8X3/4SLBB,2L5X3X3/8X3/4SLBB,19.6,5.72,3.0,,,
2L5X3X5/16SLBB,2L,2L5X3X5/16SLBB,2L5X3X5/16SLBB,16.4,4.82,3.0,,,
2L5X3X5/16X3/8SLBB,2L,2L5X3X5/16X3/8SLBB,2L5X3X5/16X3/8SLBB,16.4,4.82,3.0,,,
2L5X3X5/16X3/4SLBB,2L,2L5X3X5/16X3/4SLBB,2L5X3X5/16X3/4SLBB,16.4,4.82,3.0,,,
2L5X3X1/4SLBB,2L,2L5X3X1/4SLBB,2L5X3X1/4SLBB,13.2,3.88,3.0,,,
2L5X3X1/4X3/8SLBB,2L,2L5X3X1/4X3/8SLBB,2L5X3X1/4X3/8SLBB,13.2,3.88,3.0,,,
2L5X3X1/4X3/4SLBB,2L,2L5X3X1/4X3/4SLBB,2L5X3X1/4X3/4SLBB,13.2,3.88,3.0,,,
2L4X3-1/2X1/2SLBB,2L,2L4X3-1/2X1/2SLBB,2L4X3-1/2X1/2SLBB,23.8,7.0,3.5,,,
2L4X3-1/2X1/2X3/8SLBB,2L,2L4X3-1/2X1/2X3/8SLBB,2L4X3-1/2X1/2X3/8SLBB,23.8,7.0,3.5,,,
2L4X3-1/2X1/2X3/4SLBB,2L,2L4X3-1/2X1/2X3/4SLBB,2L4X3-1/2X1/2X3/4SLBB,23.8,7.0,3.5,,,
2L4X3-1/2X3/8SLBB,2L,2L4X3-1/2X3/8SLBB,2L4X3-1/2X3/8SLBB,18.2,5.36,3.5,,,
2L4X3-1/2X3/8X3/8SLBB,2L,2L4X3-1/2X3/8X3/8SLBB,2L4X3-1/2X3/8X3/8SLBB,18.2,5.36,3.5,,,
2L4X3-1/2X3/8X3/4SLBB,2L,2L4X3-1/2X3/8X3/4SLBB,2L4X3-1/2X3/8X3/4SLBB,18.2,5.36,3.5,,,
2L4X3-1/2X5/16SLBB,2L,2L4X3-1/2X5/16SLBB,2L4X3-1/2X5/16SLBB,15.4,4.5,3.5,,,
2L4X3-1/2X5/16X3/8SLBB,2L,2L4X3-1/2X5/16X3/8SLBB,2L4X3-1/2X5/16X3/8SLBB,15.4,4.5,3.5,,,
2L4X3-1/2X5/16X3/4SLBB,2L,2L4X3-1/2X5/16X3/4SLBB,2L4X3-1/2X5/16X3/4SLBB,15.4,4.5,3.5,,,
2L4X3-1/2X1/4SLBB,2L,2L4X3-1/2X1/4SLBB,2L4X3-1/2X1/4SLBB,12.4,3.64,3.5,,,
2L4X3-1/2X1/4X3/8SLBB,2L,2L4X3-1/2X1/4X3/8SLBB,2L4X3-1/2X1/4X3/8SLBB,12.4,3.64,3.5,,,
2L4X3-1/2X1/4X3/4SLBB,2L,2L4X3-1/2X1/4X3/4SLBB,2L4X3-1/2X1/4X3/4SLBB,12.4,3.64,3.5,,,
2L4X3X5/8SLBB,2L,2L4X3X5/8SLBB,2L4X3X5/8SLBB,27.2,7.98,3.0,,,
2L4X3X5/8X3/8SLBB,2L,2L4X3X5/8X3/8SLBB,2L4X3X5/8X3/8SLBB,27.2,7.98,3.0,,,
2L4X3X5/8X3/4SLBB,2L,2L4X3X5/8X3/4SLBB,2L4X3X5/8X3/4SLBB,27.2,7.98,3.0,,,
2L4X3X1/2SLBB,2L,2L4X3X1/2SLBB,2L4X3X1/2SLBB,22.2,6.5,3.0,,,
2L4X3X1/2X3/8SLBB,2L,2L4X3X1/2X3/8SLBB,2L4X3X1/2X3/8SLBB,22.2,6.5,3.0,,,
2L4X3X1/2X3/4SLBB,2L,2L4X3X1/2X3/4SLBB,2L4X3X1/2X3/4SLBB,22.2,6.5,3.0,,,
2L4X3X3/8SLBB,2L,2L4X3X3/8SLBB,2L4X3X3/8SLBB,17.0,4.98,3.0,,,
2L4X3X3/8X3/8SLBB,2L,2L4X3X3/8X3/8SLBB,2L4X3X3/8X3/8SLBB,17.0,4.98,3.0,,,
2L4X3X3/8X3/4SLBB,2L,2L4X3X3/8X3/4SLBB,2L4X3X3/8X3/4SLBB,17.0,4.98,3.0,,,
2L4X3X5/16SLBB,2L,2L4X3X5/16SLBB,2L4X3X5/16SLBB,14.4,4.18,3.0,,,
2L4X3X5/16X3/8SLBB,2L,2L4X3X5/16X3/8SLBB,2L4X3X5/16X3/8SLBB,14.4,4.18,3.0,,,
2L4X3X5/16X3/4SLBB,2L,2L4X3X5/16X3/4SLBB,2L4X3X5/16X3/4SLBB,14.4,4.18,3.0,,,
2L4X3X1/4SLBB,2L,2L4X3X1/4SLBB,2L4X3X1/4SLBB,11.6,3.38,3.0,,,
2L4X3X1/4X3/8SLBB,2L,2L4X3X1/4X3/8SLBB,2L4X3X1/4X3/8SLBB,11.6,3.38,3.0,,,
2L4X3X1/4X3/4SLBB,2L,2L4X3X1/4X3/4SLBB,2L4X3X1/4X3/4SLBB,11.6,3.38,3.0,,,
2L3-1/2X3X1/2SLBB,2L,2L3-1/2X3X1/2SLBB,2L3-1/2X3X1/2SLBB,20.4,6.04,3.0,,,
2L3-1/2X3X1/2X3/8SLBB,2L,2L3-1/2X3X1/2X3/8SLBB,2L3-1/2X3X1/2X3/8SLBB,20.4,6.04,3.0,,,
2L3-1/2X3X1/2X3/4SLBB,2L,2L3-1/2X3X1/2X3/4SLBB,2L3-1/2X3X1/2X3/4SLBB,20.4,6.04,3.0,,,
2L3-1/2X3X7/16SLBB,2L,2L3-1/2X3X7/16SLBB,2L3-1/2X3X7/16SLBB,18.2,5.34,3.0,,,
2L3-1/2X3X7/16X3/8SLBB,2L,2L3-1/2X3X7/16X3/8SLBB,2L3-1/2X3X7/16X3/8SLBB,18.2,5.34,3.0,,,
2L3-1/2X3X7/16X3/4SLBB,2L,2L3-1/2X3X7/16X3/4SLBB,2L3-1/2X3X7/16X3/4SLBB,18.2,5.34,3.0,,,
2L3-1/2X3X3/8SLBB,2L,2L3-1/2X3X3/8SLBB,2L3-1/2X3X3/8SLBB,15.8,4.64,3.0,,,
2L3-1/2X3X3/8X3/8SLBB,2L,2L3-1/2X3X3/8X3/8SLBB,2L3-1/2X3X3/8X3/8SLBB,15.8,4.64,3.0,,,
2L3-1/2X3X3/8X3/4SLBB,2L,2L3-1/2X3X3/8X3/4SLBB,2L3-1/2X3X3/8X3/4SLBB,15.8,4.64,3.0,,,
2L3-1/2X3X5/16SLBB,2L,2L3-1/2X3X5/16SLBB,2L3-1/2X3X5/16SLBB,13.2,3.9,3.0,,,
2L3-1/2X3X5/16X3/8SLBB,2L,2L3-1/2X3X5/16X3/8SLBB,2L3-1/2X3X5/16X3/8SLBB,13.2,3.9,3.0,,,
2L3-1/2X3X5/16X3/4SLBB,2L,2L3-1/2X3X5/16X3/4SLBB,2L3-1/2X3X5/16X3/4SLBB,13.2,3.9,3.0,,,
2L3-1/2X3X1/4SLBB,2L,2L3-1/2X3X1/4SLBB,2L3-1/2X3X1/4SLBB,10.8,3.16,3.0,,,
2L3-1/2X3X1/4X3/8SLBB,2L,2L3-1/2X3X1/4X3/8SLBB,2L3-1/2X3X1/4X3/8SLBB,10.8,3.16,3.0,,,
2L3-1/2X3X1/4X3/4SLBB,2L,2L3-1/2X3X1/4X3/4SLBB,2L3-1/2X3X1/4X3/4SLBB,10.8,3.16,3.0,,,
2L3-1/2X2-1/2X1/2SLBB,2L,2L3-1/2X2-1/2X1/2SLBB,2L3-1/2X2-1/2X1/2SLBB,18.8,5.54,2.5,,,
2L3-1/2X2-1/2X1/2X3/8SLBB,2L,2L3-1/2X2-1/2X1/2X3/8SLBB,2L3-1/2X2-1/2X1/2X3/8SLBB,18.8,5.54,2.5,,,
2L3-1/2X2-1/2X1/2X3/4SLBB,2L,2L3-1/2X2-1/2X1/2X3/4SLBB,2L3-1/2X2-1/2X1/2X3/4SLBB,18.8,5.54,2.5,,,
2L3-1/2X2-1/2X3/8SLBB,2L,2L3-1/2X2-1/2X3/8SLBB,2L3-1/2X2-1/2X3/8SLBB,14.4,4.24,2.5,,,
2L3-1/2X2-1/2X3/8X3/8SLBB,2L,2L3-1/2X2-1/2X3/8X3/8SLBB,2L3-1/2X2-1/2X3/8X3/8SLBB,14.4,4.24,2.5,,,
2L3-1/2X2-1/2X3/8X3/4SLBB,2L,2L3-1/2X2-1/2X3/8X3/4SLBB,2L3-1/2X2-1/2X3/8X3/4SLBB,14.4,4.24,2.5,,,
2L3-1/2X2-1/2X5/16SLBB,2L,2L3-1/2X2-1/2X5/16SLBB,2L3-1/2X2-1/2X5/16SLBB,12.2,3.58,2.5,,,
2L3-1/2X2-1/2X5/16X3/8SLBB,2L,2L3-1/2X2-1/2X5/16X3/8SLBB,2L3-1/2X2-1/2X5/16X3/8SLBB,12.2,3.58,2.5,,,
2L3-1/2X2-1/2X5/16X3/4SLBB,2L,2L3-1/2X2-1/2X5/16X3/4SLBB,2L3-1/2X2-1/2X5/16X3/4SLBB,12.2,3.58,2.5,,,
2L3-1/2X2-1/2X1/4SLBB,2L,2L3-1/2X2-1/2X1/4SLBB,2L3-1/2X2-1/2X1/4SLBB,9.8,2.9,2.5,,,
2L3-1/2X2-1/2X1/4X3/8SLBB,2L,2L3-1/2X2-1/2X1/4X3/8SLBB,2L3-1/2X2-1/2X1/4X3/8SLBB,9.8,2.9,2.5,,,
2L3-1/2X2-1/2X1/4X3/4SLBB,2L,2L3-1/2X2-1/2X1/4X3/4SLBB,2L3-1/2X2-1/2X1/4X3/4SLBB,9.8,2.9,2.5,,,
2L3X2-1/2X1/2SLBB,2L,2L3X2-1/2X1/2SLBB,2L3X2-1/2X1/2SLBB,17.0,5.0,2.5,,,
2L3X2-1/2X1/2X3/8SLBB,2L,2L3X2-1/2X1/2X3/8SLBB,2L3X2-1/2X1/2X3/8SLBB,17.0,5.0,2.5,,,
2L3X2-1/2X1/2X3/4SLBB,2L,2L3X2-1/2X1/2X3/4SLBB,2L3X2-1/2X1/2X3/4SLBB,17.0,5.0,2.5,,,
2L3X2-1/2X7/16SLBB,2L,2L3X2-1/2X7/16SLBB,2L3X2-1/2X7/16SLBB,15.2,4.44,2.5,,,
2L3X2-1/2X7/16X3/8SLBB,2L,2L3X2-1/2X7/16X3/8SLBB,2L3X2-1/2X7/16X3/8SLBB,15.2,4.44,2.5,,,
2L3X2-1/2X7/16X3/4SLBB,2L,2L3X2-1/2X7/16X3/4SLBB,2L3X2-1/2X7/16X3/4SLBB,15.2,4.44,2.5,,,
2L3X2-1/2X3/8SLBB,2L,2L3X2-1/2X3/8SLBB,2L3X2-1/2X3/8SLBB,13.2,3.86,2.5,,,
2L3X2-1/2X3/8X3/8SLBB,2L,2L3X2-1/2X3/8X3/8SLBB,2L3X2-1/2X3/8X3/8SLBB,13.2,3.86,2.5,,,
2L3X2-1/2X3/8X3/4SLBB,2L,2L3X2-1/2X3/8X3/4SLBB,2L3X2-1/2X3/8X3/4SLBB,13.2,3.86,2.5,,,
2L3X2-1/2X5/16SLBB,2L,2L3X2-1/2X5/16SLBB,2L3X2-1/2X5/16SLBB,11.2,3.26,2.5,,,
2L3X2-1/2X5/16X3/8SLBB,2L,2L3X2-1/2X5/16X3/8SLBB,2L3X2-1/2X5/16X3/8SLBB,11.2,3.26,2.5,,,
2L3X2-1/2X5/16X3/4SLBB,2L,2L3X2-1/2X5/16X3/4SLBB,2L3X2-1/2X5/16X3/4SLBB,11.2,3.26,2.5,,,
2L3X2-1/2X1/4SLBB,2L,2L3X2-1/2X1/4SLBB,2L3X2-1/2X1/4SLBB,9.0,2.64,2.5,,,
2L3X2-1/2X1/4X3/8SLBB,2L,2L3X2-1/2X1/4X3/8SLBB,2L3X2-1/2X1/4X3/8SLBB,9.0,2.64,2.5,,,
2L3X2-1/2X1/4X3/4SLBB,2L,2L3X2-1/2X1/4X3/4SLBB,2L3X2-1/2X1/4X3/4SLBB,9.0,2.64,2.5,,,
